wavelength,intensity,element
5878.272,0.988,Helium
5873.24,0.8681,Helium
5871.378,0.9815,Helium
5880.11,0.9737,Helium
6559.544,0.7284,Hydrogen
5871.626,0.9882,Helium
6565.972,0.8149,Hydrogen
6560.582,0.6671,Hydrogen
6562.64,0.1773,Hydrogen
5874.514,0.9876,Helium
6564.95,0.7647,Hydrogen
5876.602,0.981,Helium
6565.052,0.7712,Hydrogen
6562.312,0.3845,Hydrogen
6564.702,0.7486,Hydrogen
5876.75,0.9878,Helium
5874.95,0.989,Helium
6565.158,0.7779,Hydrogen
5876.416,0.9782,Helium
6567.7,0.8663,Hydrogen
6567.708,0.8665,Hydrogen
6564.68,0.7471,Hydrogen
5872.398,0.9884,Helium
5872.23,0.9866,Helium
6559.846,0.815,Hydrogen
5878.644,0.9875,Helium
6564.328,0.7158,Hydrogen
6561.598,0.6871,Hydrogen
5878.182,0.9857,Helium
6561.396,0.7109,Hydrogen
6563.202,0.2777,Hydrogen
6559.908,0.8148,Hydrogen
6177.858,0.9867,Iron
6563.024,0.1847,Hydrogen
5876.802,0.9896,Helium
5874.892,0.9896,Helium
5873.308,0.9733,Helium
6566.018,0.8169,Hydrogen
5876.486,0.9808,Helium
6564.258,0.7001,Hydrogen
5877.386,0.9817,Helium
3966.956,0.1918,Calcium
5879.012,0.9826,Helium
5877.772,0.8671,Helium
5875.306,0.9877,Helium
6562.766,0.1615,Hydrogen
6559.166,0.8441,Hydrogen
6565.916,0.8096,Hydrogen
6169.396,0.9231,Iron
5875.424,0.982,Helium
6564.442,0.7278,Hydrogen
5874.91,0.9895,Helium
5878.46,0.9893,Helium
6563.278,0.3544,Hydrogen
5874.71,0.9878,Helium
6565.34,0.785,Hydrogen
5876.134,0.9744,Helium
5877.104,0.9884,Helium
5872.688,0.9867,Helium
5878.288,0.9877,Helium
6567.67,0.8656,Hydrogen
5873.552,0.9836,Helium
6561.8,0.656,Hydrogen
5871.134,0.9865,Helium
5880.748,0.983,Helium
6561.358,0.7148,Hydrogen
5877.174,0.9893,Helium
6559.316,0.8392,Hydrogen
5879.728,0.9784,Helium
6567.56,0.8644,Hydrogen
6563.106,0.2142,Hydrogen
6567.75,0.8678,Hydrogen
5890.494,0.745,Sodium
5872.044,0.9877,Helium
5879.234,0.9855,Helium
6566.428,0.8309,Hydrogen
5880.08,0.9476,Helium
6567.302,0.8578,Hydrogen
6562.388,0.3034,Hydrogen
6563.11,0.2161,Hydrogen
5871.3,0.9516,Helium
5876.952,0.9909,Helium
5877.038,0.9887,Helium
5169.708,0.9372,Magnesium
5879.438,0.9529,Helium
6566.408,0.8302,Hydrogen
6558.41,0.8647,Hydrogen
5874.954,0.989,Helium
5873.486,0.9878,Helium
5877.058,0.9884,Helium
5875.578,0.978,Helium
5879.94,0.9753,Helium
6567.402,0.857,Hydrogen
6562.712,0.166,Hydrogen
5880.996,0.9835,Helium
5880.866,0.9877,Helium
5872.114,0.9891,Helium
6560.228,0.7856,Hydrogen
6562.988,0.176,Hydrogen
6563.212,0.2867,Hydrogen
5874.146,0.9895,Helium
6173.224,0.9673,Iron
5878.26,0.9881,Helium
5873.532,0.9852,Helium
5875.686,0.9804,Helium
6560.654,0.741,Hydrogen
6561.426,0.7081,Hydrogen
5878.794,0.9902,Helium
6558.3,0.8662,Hydrogen
5873.994,0.9823,Helium
5873.792,0.9438,Helium
5878.454,0.9893,Helium
6567.708,0.8665,Hydrogen
6563.662,0.6189,Hydrogen
6560.212,0.7875,Hydrogen
5873.032,0.9716,Helium
5877.342,0.984,Helium
5878.742,0.9897,Helium
6565.628,0.7987,Hydrogen
5874.768,0.9868,Helium
5876.98,0.9905,Helium
5877.87,0.9589,Helium
5875.358,0.9871,Helium
6559.166,0.8441,Hydrogen
5877.678,0.9681,Helium
6567.768,0.8681,Hydrogen
5871.412,0.9864,Helium
6175.162,0.9598,Iron
5873.074,0.9574,Helium
5880.34,0.9787,Helium
5875.312,0.9877,Helium
5876.802,0.9896,Helium
5880.878,0.9862,Helium
6562.26,0.4436,Hydrogen
5874.548,0.9872,Helium
6561.0,0.7473,Hydrogen
5880.062,0.9211,Helium
6567.506,0.8628,Hydrogen
5873.772,0.9349,Helium
6559.182,0.8431,Hydrogen
6563.616,0.6048,Hydrogen
6562.11,0.5651,Hydrogen
6564.34,0.7175,Hydrogen
5879.042,0.9814,Helium
6560.898,0.7551,Hydrogen
5875.432,0.9814,Helium
6558.446,0.8619,Hydrogen
5176.852,0.9598,Magnesium
5879.442,0.9479,Helium
5880.514,0.9886,Helium
5874.162,0.9895,Helium
5879.424,0.9661,Helium
6567.71,0.8665,Hydrogen
5876.56,0.9715,Helium
6564.248,0.6957,Hydrogen
6559.65,0.7997,Hydrogen
5877.892,0.9743,Helium
6558.196,0.856,Hydrogen
6559.406,0.8355,Hydrogen
5871.286,0.9537,Helium
6566.376,0.83,Hydrogen
6560.806,0.7605,Hydrogen
5877.468,0.984,Helium
6559.826,0.8132,Hydrogen
6566.316,0.8286,Hydrogen
5878.204,0.9868,Helium
5874.9,0.9896,Helium
6560.07,0.8054,Hydrogen
5880.59,0.9852,Helium
5877.884,0.9695,Helium
5878.608,0.9864,Helium
6567.604,0.8652,Hydrogen
5872.118,0.9892,Helium
6558.892,0.8487,Hydrogen
6563.902,0.666,Hydrogen
6563.872,0.6619,Hydrogen
5876.008,0.9861,Helium
5879.532,0.9342,Helium
5875.292,0.9871,Helium
6175.686,0.984,Iron
5874.636,0.9852,Helium
5874.828,0.9888,Helium
6174.184,0.9906,Iron
6564.444,0.7279,Hydrogen
6564.424,0.7257,Hydrogen
6565.03,0.7696,Hydrogen
6560.454,0.7694,Hydrogen
5878.092,0.9803,Helium
6561.994,0.6116,Hydrogen
5871.92,0.9883,Helium
5879.292,0.9855,Helium
6563.526,0.5608,Hydrogen
5877.906,0.9803,Helium
5874.422,0.9885,Helium
5876.146,0.9767,Helium
3965.292,0.3544,Calcium
5874.642,0.9854,Helium
6560.592,0.6736,Hydrogen
6567.152,0.8533,Hydrogen
6559.804,0.811,Hydrogen
6565.584,0.7889,Hydrogen
5879.578,0.9617,Helium
5872.936,0.9765,Helium
5878.966,0.9839,Helium
6565.308,0.786,Hydrogen
6560.464,0.7639,Hydrogen
6563.44,0.5072,Hydrogen
5176.194,0.9465,Magnesium
6561.43,0.7076,Hydrogen
6566.86,0.8452,Hydrogen
5876.846,0.9897,Helium
6169.63,0.6171,Iron
5877.438,0.9806,Helium
5877.236,0.9872,Helium
6561.074,0.7375,Hydrogen
5872.608,0.99,Helium
5878.61,0.9865,Helium
5875.558,0.979,Helium
5880.23,0.9565,Helium
6560.14,0.8001,Hydrogen
5875.756,0.9826,Helium
6174.382,0.989,Iron
6566.016,0.8168,Hydrogen
6564.69,0.7476,Hydrogen
5872.218,0.9869,Helium
6559.428,0.8341,Hydrogen
5876.958,0.9908,Helium
6566.124,0.8209,Hydrogen
6560.754,0.7602,Hydrogen
6563.29,0.3674,Hydrogen
6561.302,0.7201,Hydrogen
6558.332,0.8652,Hydrogen
5878.218,0.9872,Helium
6566.088,0.8188,Hydrogen
6560.312,0.7871,Hydrogen
6559.57,0.6894,Hydrogen
5886.95,0.9772,Sodium
6564.446,0.7281,Hydrogen
6172.054,0.9812,Iron
5877.536,0.9856,Helium
6559.82,0.8125,Hydrogen
6564.89,0.7607,Hydrogen
5872.262,0.9868,Helium
5880.79,0.9894,Helium
3970.184,0.1782,Calcium
5878.452,0.9894,Helium
5878.394,0.9901,Helium
6566.27,0.8273,Hydrogen
6559.798,0.8104,Hydrogen
6566.64,0.8372,Hydrogen
5880.058,0.9142,Helium
6559.442,0.8327,Hydrogen
5876.708,0.9873,Helium
5872.738,0.9849,Helium
6564.712,0.7493,Hydrogen
6560.652,0.7397,Hydrogen
5876.016,0.9855,Helium
6563.564,0.5833,Hydrogen
6565.904,0.8089,Hydrogen
6563.784,0.647,Hydrogen
6566.228,0.8261,Hydrogen
6563.818,0.6534,Hydrogen
6561.576,0.6901,Hydrogen
6558.324,0.8654,Hydrogen
6561.484,0.7009,Hydrogen
6559.91,0.8147,Hydrogen
6559.246,0.842,Hydrogen
6562.774,0.1611,Hydrogen
6564.134,0.6888,Hydrogen
6559.074,0.8465,Hydrogen
6168.322,0.9819,Iron
6566.354,0.8297,Hydrogen
5874.134,0.9894,Helium
6562.752,0.1623,Hydrogen
6563.402,0.4726,Hydrogen
5877.714,0.9623,Helium
6559.788,0.8098,Hydrogen
5874.302,0.9892,Helium
6562.724,0.1647,Hydrogen
6560.89,0.7556,Hydrogen
5880.832,0.9902,Helium
5878.566,0.9858,Helium
6171.444,0.9863,Iron
6558.31,0.8658,Hydrogen
5878.75,0.9899,Helium
5878.042,0.9753,Helium
5872.802,0.981,Helium
6565.708,0.8053,Hydrogen
5876.792,0.9895,Helium
5876.986,0.9904,Helium
5874.034,0.9851,Helium
5876.522,0.9746,Helium
5880.178,0.9861,Helium
6565.06,0.7719,Hydrogen
6566.556,0.8337,Hydrogen
6562.268,0.4344,Hydrogen
5879.76,0.979,Helium
5872.856,0.9814,Helium
5876.612,0.9833,Helium
5879.09,0.9841,Helium
6563.008,0.1805,Hydrogen
6558.43,0.8632,Hydrogen
6560.736,0.7588,Hydrogen
6560.478,0.7531,Hydrogen
5873.286,0.9568,Helium
5873.262,0.922,Helium
5872.584,0.9909,Helium
6559.584,0.6938,Hydrogen
6564.342,0.7176,Hydrogen
6563.856,0.6593,Hydrogen
5876.07,0.9789,Helium
6558.104,0.8609,Hydrogen
5874.258,0.9901,Helium
6563.4,0.4707,Hydrogen
6564.224,0.6781,Hydrogen
6559.19,0.8428,Hydrogen
5873.948,0.9818,Helium
6560.358,0.7859,Hydrogen
6175.554,0.9789,Iron
5878.708,0.9889,Helium
6171.588,0.9879,Iron
6564.942,0.7643,Hydrogen
5872.29,0.9877,Helium
5875.094,0.9756,Helium
6563.742,0.6381,Hydrogen
5872.924,0.9767,Helium
5871.132,0.9866,Helium
5872.37,0.9895,Helium
6560.552,0.6741,Hydrogen
6564.144,0.6887,Hydrogen
6565.274,0.7846,Hydrogen
5875.38,0.9858,Helium
6558.986,0.8496,Hydrogen
5876.492,0.9802,Helium
6559.872,0.8156,Hydrogen
6562.83,0.1604,Hydrogen
5876.054,0.9819,Helium
5871.342,0.9683,Helium
6564.86,0.7585,Hydrogen
5871.316,0.9557,Helium
5874.062,0.9874,Helium
5878.424,0.9901,Helium
6563.264,0.3392,Hydrogen
6558.374,0.8655,Hydrogen
5888.37,0.9446,Sodium
5872.968,0.976,Helium
5877.546,0.9856,Helium
5873.0,0.9759,Helium
5875.67,0.9797,Helium
6561.646,0.6803,Hydrogen
5877.98,0.9817,Helium
5878.494,0.9888,Helium
5877.662,0.9692,Helium
5874.21,0.9899,Helium
5877.292,0.9849,Helium
5880.352,0.9824,Helium
6567.116,0.853,Hydrogen
5871.904,0.9884,Helium
5880.518,0.9887,Helium
6566.97,0.8474,Hydrogen
6563.924,0.6682,Hydrogen
6558.798,0.8538,Hydrogen
6563.7,0.6284,Hydrogen
5879.138,0.9857,Helium
5871.254,0.9697,Helium
6566.66,0.8378,Hydrogen
5876.024,0.9848,Helium
5877.346,0.984,Helium
5873.686,0.9722,Helium
5879.816,0.9808,Helium
5874.144,0.9895,Helium
5875.482,0.9816,Helium
5872.7,0.9861,Helium
5879.178,0.9861,Helium
5874.954,0.989,Helium
5876.362,0.9796,Helium
6565.252,0.7834,Hydrogen
5877.056,0.9884,Helium
6558.386,0.8653,Hydrogen
6559.75,0.8129,Hydrogen
5877.224,0.9879,Helium
3967.056,0.1838,Calcium
6563.094,0.2091,Hydrogen
5878.206,0.9868,Helium
6560.558,0.6694,Hydrogen
5880.824,0.9903,Helium
5873.282,0.9527,Helium
6559.902,0.8149,Hydrogen
6560.164,0.7967,Hydrogen
6560.894,0.7553,Hydrogen
6565.284,0.7851,Hydrogen
5875.15,0.974,Helium
6559.03,0.849,Hydrogen
6567.82,0.8687,Hydrogen
6559.514,0.7927,Hydrogen
5873.706,0.9616,Helium
6565.012,0.7686,Hydrogen
5877.402,0.9803,Helium
6561.31,0.7193,Hydrogen
6560.918,0.7537,Hydrogen
6560.428,0.7777,Hydrogen
6563.362,0.4396,Hydrogen
6558.15,0.8518,Hydrogen
6563.132,0.2277,Hydrogen
6559.952,0.8125,Hydrogen
6559.918,0.8144,Hydrogen
5874.862,0.9896,Helium
6561.626,0.683,Hydrogen
6564.922,0.7631,Hydrogen
6565.474,0.7784,Hydrogen
5880.952,0.9829,Helium
6567.73,0.867,Hydrogen
5874.032,0.985,Helium
5874.168,0.9894,Helium
5878.014,0.975,Helium
5878.28,0.9878,Helium
6566.066,0.8181,Hydrogen
5876.876,0.9896,Helium
5878.614,0.9867,Helium
6562.978,0.174,Hydrogen
6177.558,0.9702,Iron
5880.858,0.9885,Helium
6558.554,0.8575,Hydrogen
6564.396,0.7225,Hydrogen
6558.33,0.8652,Hydrogen
6561.438,0.7067,Hydrogen
5873.752,0.9354,Helium
5878.092,0.9803,Helium
5877.936,0.9848,Helium
5880.652,0.9826,Helium
6561.528,0.6961,Hydrogen
6566.89,0.846,Hydrogen
5879.554,0.9531,Helium
6566.074,0.8183,Hydrogen
5874.82,0.9887,Helium
5873.896,0.9808,Helium
5877.924,0.9841,Helium
5879.642,0.9788,Helium
6564.346,0.7182,Hydrogen
6567.536,0.8637,Hydrogen
5879.728,0.9784,Helium
6564.166,0.6862,Hydrogen
6566.518,0.8342,Hydrogen
6564.864,0.7588,Hydrogen
6558.57,0.8577,Hydrogen
6558.596,0.8578,Hydrogen
5878.284,0.9878,Helium
6567.938,0.8723,Hydrogen
5877.378,0.9823,Helium
6562.772,0.1613,Hydrogen
6567.16,0.8532,Hydrogen
6558.08,0.8631,Hydrogen
6564.272,0.7048,Hydrogen
6567.75,0.8678,Hydrogen
5871.29,0.9525,Helium
6560.096,0.8043,Hydrogen
5877.86,0.9485,Helium
6564.852,0.7579,Hydrogen
5173.38,0.6776,Magnesium
6565.224,0.7819,Hydrogen
5872.876,0.9802,Helium
6559.688,0.8175,Hydrogen
6561.62,0.6838,Hydrogen
5874.438,0.9884,Helium
6566.562,0.8337,Hydrogen
5875.698,0.9808,Helium
5871.414,0.9865,Helium
5879.24,0.9854,Helium
5874.062,0.9874,Helium
6563.98,0.673,Hydrogen
6560.196,0.7907,Hydrogen
3965.72,0.2602,Calcium
6566.812,0.8436,Hydrogen
5878.35,0.9896,Helium
5880.592,0.9851,Helium
6173.39,0.6827,Iron
6560.524,0.7037,Hydrogen
5880.84,0.9899,Helium
6558.714,0.8574,Hydrogen
6562.112,0.5642,Hydrogen
5879.826,0.9816,Helium
5879.916,0.9822,Helium
5876.39,0.9819,Helium
6561.988,0.6135,Hydrogen
5877.428,0.9798,Helium
5172.866,0.2965,Magnesium
5874.364,0.9874,Helium
6562.052,0.5931,Hydrogen
6561.074,0.7375,Hydrogen
6566.514,0.8342,Hydrogen
5877.346,0.984,Helium
6565.004,0.768,Hydrogen
5879.596,0.9676,Helium
6567.404,0.8569,Hydrogen
5873.332,0.9818,Helium
5873.272,0.9396,Helium
6566.964,0.847,Hydrogen
6169.532,0.3554,Iron
5873.434,0.9866,Helium
6562.936,0.1676,Hydrogen
6567.852,0.8708,Hydrogen
5875.788,0.9838,Helium
5880.446,0.9883,Helium
5878.438,0.9898,Helium
6559.764,0.8108,Hydrogen
5878.394,0.9901,Helium
6561.226,0.7283,Hydrogen
6565.34,0.785,Hydrogen
6562.282,0.4185,Hydrogen
5879.386,0.982,Helium
6567.972,0.8734,Hydrogen
6563.562,0.5822,Hydrogen
5873.512,0.9864,Helium
5176.234,0.961,Magnesium
6567.514,0.8632,Hydrogen
6563.226,0.2995,Hydrogen
5873.628,0.9853,Helium
6567.156,0.8533,Hydrogen
5877.184,0.9893,Helium
5880.854,0.9889,Helium
6567.734,0.8672,Hydrogen
6567.508,0.8629,Hydrogen
5890.776,0.8774,Sodium
5878.852,0.9896,Helium
5879.816,0.9808,Helium
6562.026,0.6019,Hydrogen
6567.942,0.8724,Hydrogen
6558.818,0.8519,Hydrogen
5876.058,0.9812,Helium
5878.224,0.9874,Helium
6567.56,0.8644,Hydrogen
6559.744,0.8139,Hydrogen
5878.52,0.9875,Helium
6561.448,0.7053,Hydrogen
6558.574,0.8577,Hydrogen
5871.704,0.9887,Helium
6565.418,0.7846,Hydrogen
5878.0,0.9772,Helium
5880.594,0.985,Helium
6566.564,0.8337,Hydrogen
6560.712,0.7562,Hydrogen
6558.524,0.8574,Hydrogen
5880.182,0.9855,Helium
6567.902,0.8715,Hydrogen
5871.618,0.988,Helium
6565.87,0.8088,Hydrogen
6561.698,0.6726,Hydrogen
6567.54,0.8638,Hydrogen
5878.556,0.9862,Helium
5873.89,0.9804,Helium
6567.784,0.868,Hydrogen
5880.466,0.9876,Helium
5874.682,0.9875,Helium
5872.59,0.9906,Helium
6565.436,0.7847,Hydrogen
6566.988,0.8486,Hydrogen
5877.712,0.963,Helium
5872.118,0.9892,Helium
5872.396,0.9885,Helium
6562.866,0.1613,Hydrogen
6563.494,0.5457,Hydrogen
5880.67,0.9812,Helium
6561.192,0.7307,Hydrogen
5878.956,0.984,Helium
6559.232,0.8421,Hydrogen
5872.984,0.9761,Helium
5872.878,0.9801,Helium
5874.25,0.9902,Helium
5878.94,0.9844,Helium
5880.426,0.9884,Helium
6563.776,0.6453,Hydrogen
6562.664,0.173,Hydrogen
6174.872,0.9888,Iron
6565.512,0.7748,Hydrogen
5872.896,0.9783,Helium
6566.4,0.8302,Hydrogen
6563.208,0.283,Hydrogen
6561.62,0.6838,Hydrogen
6563.922,0.668,Hydrogen
5878.246,0.9879,Helium
6560.57,0.6643,Hydrogen
6567.538,0.8637,Hydrogen
5875.59,0.9785,Helium
6562.32,0.3752,Hydrogen
5876.01,0.986,Helium
5872.948,0.9763,Helium
6566.0,0.8161,Hydrogen
5173.224,0.5763,Magnesium
6566.804,0.8432,Hydrogen
5876.166,0.9799,Helium
6561.372,0.7133,Hydrogen
5876.132,0.974,Helium
6565.258,0.7837,Hydrogen
6177.782,0.9881,Iron
6564.812,0.7543,Hydrogen
5880.286,0.9364,Helium
5872.462,0.9869,Helium
5876.634,0.986,Helium
5880.832,0.9902,Helium
5878.444,0.9896,Helium
6562.406,0.2878,Hydrogen
5879.902,0.9837,Helium
5877.888,0.9721,Helium
6562.38,0.3112,Hydrogen
6567.5,0.8624,Hydrogen
5871.048,0.9897,Helium
5880.598,0.9848,Helium
5878.73,0.9893,Helium
5880.184,0.985,Helium
6565.524,0.7755,Hydrogen
6562.8,0.1606,Hydrogen
5874.85,0.9892,Helium
5876.948,0.991,Helium
5871.74,0.9869,Helium
6560.606,0.6893,Hydrogen
5878.572,0.9857,Helium
5873.502,0.9869,Helium
5871.178,0.9845,Helium
6564.77,0.7518,Hydrogen
5877.602,0.9835,Helium
5872.178,0.9882,Helium
6563.804,0.651,Hydrogen
6563.602,0.5997,Hydrogen
5873.638,0.9843,Helium
6559.996,0.8107,Hydrogen
5879.25,0.9853,Helium
6559.124,0.8458,Hydrogen
6567.308,0.858,Hydrogen
5878.918,0.9858,Helium
5871.506,0.9878,Helium
5880.57,0.9865,Helium
5872.644,0.9887,Helium
5875.648,0.979,Helium
6558.846,0.85,Hydrogen
5871.472,0.9879,Helium
6564.588,0.7397,Hydrogen
5878.808,0.9901,Helium
6566.102,0.8194,Hydrogen
5874.266,0.9901,Helium
5872.168,0.9884,Helium
6566.988,0.8486,Hydrogen
6567.0,0.8495,Hydrogen
6567.224,0.8545,Hydrogen
6562.03,0.6007,Hydrogen
6558.12,0.8588,Hydrogen
5874.834,0.9889,Helium
5880.104,0.9703,Helium
5878.736,0.9895,Helium
6558.588,0.8578,Hydrogen
5875.934,0.9873,Helium
5873.808,0.9536,Helium
6566.526,0.8342,Hydrogen
6564.988,0.767,Hydrogen
3968.082,0.0927,Calcium
5872.95,0.9763,Helium
5876.754,0.988,Helium
6560.282,0.7853,Hydrogen
6561.278,0.7225,Hydrogen
5877.248,0.987,Helium
5873.014,0.9749,Helium
5871.276,0.9588,Helium
6563.988,0.6738,Hydrogen
6559.03,0.849,Hydrogen
6561.638,0.6813,Hydrogen
6559.062,0.847,Hydrogen
5873.028,0.9725,Helium
5871.448,0.9871,Helium
6559.176,0.8434,Hydrogen
6562.226,0.4789,Hydrogen
6565.65,0.8016,Hydrogen
6558.482,0.8597,Hydrogen
5871.568,0.9874,Helium
5875.024,0.9857,Helium
6564.67,0.7463,Hydrogen
6559.944,0.813,Hydrogen
6561.144,0.731,Hydrogen
6563.232,0.3055,Hydrogen
5880.916,0.9812,Helium
6559.998,0.8106,Hydrogen
5876.102,0.9722,Helium
6558.788,0.8547,Hydrogen
5877.424,0.9796,Helium
5877.018,0.9894,Helium
6561.92,0.6315,Hydrogen
6567.248,0.8563,Hydrogen
6566.312,0.8285,Hydrogen
6561.746,0.6649,Hydrogen
5880.61,0.9844,Helium
6566.066,0.8181,Hydrogen
6562.616,0.1824,Hydrogen
5873.882,0.9798,Helium
5879.268,0.9856,Helium
5880.716,0.9777,Helium
6565.61,0.7953,Hydrogen
5880.328,0.9731,Helium
5873.622,0.9856,Helium
6559.556,0.7051,Hydrogen
6560.51,0.7181,Hydrogen
5878.538,0.987,Helium
6564.816,0.7547,Hydrogen
5873.514,0.9863,Helium
5872.612,0.99,Helium
5873.924,0.9814,Helium
6562.034,0.5994,Hydrogen
5871.908,0.9885,Helium
3966.55,0.1846,Calcium
5874.684,0.9876,Helium
6564.422,0.7255,Hydrogen
5877.604,0.9832,Helium
6561.106,0.7301,Hydrogen
5878.514,0.9878,Helium
6560.28,0.7852,Hydrogen
5871.488,0.9882,Helium
6561.878,0.6405,Hydrogen
6562.792,0.1608,Hydrogen
5876.166,0.9799,Helium
6567.138,0.8533,Hydrogen
5872.406,0.9879,Helium
5875.652,0.979,Helium
6559.886,0.8153,Hydrogen
5872.908,0.9775,Helium
6567.248,0.8563,Hydrogen
6567.686,0.866,Hydrogen
6560.416,0.7802,Hydrogen
6565.22,0.7815,Hydrogen
6563.942,0.6698,Hydrogen
6560.568,0.6646,Hydrogen
5880.756,0.9849,Helium
6560.726,0.7577,Hydrogen
5879.272,0.9856,Helium
5877.422,0.9796,Helium
6559.462,0.8294,Hydrogen
5877.828,0.8835,Helium
6559.828,0.8134,Hydrogen
6559.606,0.7315,Hydrogen
5877.312,0.9835,Helium
6561.712,0.6701,Hydrogen
6560.536,0.6918,Hydrogen
6566.812,0.8436,Hydrogen
5880.104,0.9703,Helium
6559.708,0.8181,Hydrogen
5877.97,0.9834,Helium
5880.016,0.8765,Helium
6561.32,0.7182,Hydrogen
6564.062,0.6757,Hydrogen
5872.55,0.989,Helium
5879.304,0.9857,Helium
6560.006,0.8101,Hydrogen
6560.608,0.6921,Hydrogen
5871.142,0.9861,Helium
6176.778,0.6268,Iron
6558.25,0.8638,Hydrogen
6559.84,0.8145,Hydrogen
6567.486,0.8615,Hydrogen
6558.004,0.8699,Hydrogen
6561.346,0.716,Hydrogen
5873.482,0.988,Helium
6567.144,0.8533,Hydrogen
6168.196,0.9835,Iron
5871.71,0.9885,Helium
5880.31,0.9601,Helium
6559.632,0.781,Hydrogen
5872.52,0.9875,Helium
6563.124,0.2232,Hydrogen
6565.112,0.7753,Hydrogen
5871.322,0.9583,Helium
5878.112,0.982,Helium
5875.794,0.9839,Helium
5877.68,0.968,Helium
6559.342,0.8384,Hydrogen
5874.992,0.9881,Helium
5880.488,0.9872,Helium
5880.456,0.9881,Helium
6559.74,0.8147,Hydrogen
6559.862,0.8157,Hydrogen
6561.25,0.7255,Hydrogen
5871.254,0.9697,Helium
5879.648,0.9789,Helium
5874.092,0.9888,Helium
6558.484,0.8595,Hydrogen
6562.658,0.174,Hydrogen
5877.282,0.9858,Helium
6567.318,0.858,Hydrogen
5874.174,0.9894,Helium
5878.604,0.9861,Helium
5876.626,0.9855,Helium
5876.04,0.9835,Helium
5879.518,0.9157,Helium
6567.33,0.8579,Hydrogen
6564.97,0.7661,Hydrogen
6558.626,0.8565,Hydrogen
6563.918,0.6676,Hydrogen
6560.658,0.7434,Hydrogen
6567.746,0.8676,Hydrogen
5879.702,0.9784,Helium
5880.284,0.9345,Helium
6560.042,0.8074,Hydrogen
5874.28,0.9898,Helium
5880.166,0.9871,Helium
6560.884,0.7559,Hydrogen
5878.67,0.9881,Helium
5873.688,0.9713,Helium
6560.726,0.7577,Hydrogen
6561.798,0.6564,Hydrogen
6558.172,0.8513,Hydrogen
6561.628,0.6827,Hydrogen
5878.678,0.9885,Helium
6559.524,0.7726,Hydrogen
6560.882,0.756,Hydrogen
6563.616,0.6048,Hydrogen
6562.118,0.561,Hydrogen
6560.16,0.7973,Hydrogen
5875.106,0.9744,Helium
5873.728,0.9471,Helium
5874.14,0.9894,Helium
5877.24,0.9871,Helium
6565.042,0.7703,Hydrogen
6565.492,0.7757,Hydrogen
5877.43,0.98,Helium
5875.032,0.9847,Helium
6564.686,0.7473,Hydrogen
6559.298,0.8398,Hydrogen
6176.998,0.9694,Iron
6173.402,0.7788,Iron
6566.852,0.845,Hydrogen
6566.264,0.8271,Hydrogen
5871.252,0.9706,Helium
5879.594,0.9669,Helium
5880.974,0.984,Helium
5877.186,0.9893,Helium
5874.256,0.9902,Helium
5873.414,0.9858,Helium
6559.892,0.8151,Hydrogen
6567.516,0.8633,Hydrogen
5879.276,0.9856,Helium
6563.47,0.5318,Hydrogen
6565.594,0.7915,Hydrogen
5872.038,0.9873,Helium
5872.544,0.9884,Helium
6564.84,0.7569,Hydrogen
6563.18,0.2596,Hydrogen
5873.09,0.9528,Helium
5880.822,0.9903,Helium
6558.318,0.8655,Hydrogen
5877.54,0.9856,Helium
5872.452,0.9865,Helium
5876.114,0.9718,Helium
6558.412,0.8646,Hydrogen
5871.394,0.9846,Helium
5880.94,0.9817,Helium
6567.556,0.8643,Hydrogen
6559.912,0.8146,Hydrogen
5175.68,0.9466,Magnesium
6567.158,0.8532,Hydrogen
6558.928,0.8499,Hydrogen
6559.568,0.6903,Hydrogen
6562.922,0.1659,Hydrogen
6565.75,0.8073,Hydrogen
6562.908,0.1645,Hydrogen
6560.144,0.7996,Hydrogen
5875.762,0.9828,Helium
5875.862,0.9876,Helium
5876.134,0.9744,Helium
5878.318,0.9882,Helium
5878.886,0.9885,Helium
6562.088,0.5758,Hydrogen
5876.956,0.9908,Helium
5874.202,0.9898,Helium
5876.606,0.982,Helium
6565.594,0.7915,Hydrogen
5874.864,0.9896,Helium
6168.32,0.9818,Iron
5878.238,0.9878,Helium
5874.736,0.9865,Helium
6566.578,0.8342,Hydrogen
5875.588,0.9784,Helium
5873.712,0.9578,Helium
6563.726,0.6346,Hydrogen
6565.29,0.7855,Hydrogen
5875.64,0.9789,Helium
6559.834,0.814,Hydrogen
6566.93,0.8454,Hydrogen
6560.126,0.8016,Hydrogen
6566.484,0.8329,Hydrogen
5878.438,0.9898,Helium
6559.878,0.8155,Hydrogen
6558.382,0.8653,Hydrogen
5875.03,0.985,Helium
5878.358,0.99,Helium
5877.324,0.9835,Helium
5878.47,0.9891,Helium
6559.112,0.8461,Hydrogen
6562.428,0.2692,Hydrogen
5874.292,0.9895,Helium
5875.954,0.9868,Helium
6567.366,0.8567,Hydrogen
5876.732,0.9874,Helium
6562.25,0.4537,Hydrogen
6174.24,0.9904,Iron
6567.0,0.8495,Hydrogen
5878.192,0.9862,Helium
5874.346,0.9877,Helium
6169.708,0.9079,Iron
5873.186,0.861,Helium
6560.268,0.7849,Hydrogen
5872.912,0.9772,Helium
6558.414,0.8645,Hydrogen
6563.928,0.6686,Hydrogen
6565.094,0.7746,Hydrogen
6564.336,0.7169,Hydrogen
